labels,text_id,content,content_translation
8,1344166,RT @EliteMindSports: White to play and mate in 9 by Beliavsky. An old favourite that I never get bored of seeing again. #chess #NepoDing ht…,RT @EliteMindSports: White to play and mate in 9 by Beliavsky. An old favourite that I never get bored of seeing again. #chess #NepoDing ht…
8,1377382,"It is interesting to note that GM Ian Nepomniachtchi has played this exact position as White in a #TitledTuesday event in 2020! 

Check the game: https://t.co/ZYcL2RqiF1

#NepoDing https://t.co/ajvIv4ly5U","It is interesting to note that GM Ian Nepomniachtchi has played this exact position as White in a #TitledTuesday event in 2020! 

Check the game: https://t.co/ZYcL2RqiF1

#NepoDing https://t.co/ajvIv4ly5U"
8,1323898,RT @EliteMindSports: Simple but neat. White to play by Del Rio. #chess #NepoDing https://t.co/K6kleFQR7R,RT @EliteMindSports: Simple but neat. White to play by Del Rio. #chess #NepoDing https://t.co/K6kleFQR7R
8,1353693,RT @EliteMindSports: White to play by Matous. What result? #chess #NepoDing https://t.co/NLHAHieXzu,RT @EliteMindSports: White to play by Matous. What result? #chess #NepoDing https://t.co/NLHAHieXzu
8,1323918,White to play and win by Zakhodiakin. #chess #NepoDing https://t.co/TkP8NWKf5d,White to play and win by Zakhodiakin. #chess #NepoDing https://t.co/TkP8NWKf5d
8,1380834,RT @EliteMindSports: White to play and win by Seletsky. Tricky. #chess #NepoDing https://t.co/ScNCxw8wrX,RT @EliteMindSports: White to play and win by Seletsky. Tricky. #chess #NepoDing https://t.co/ScNCxw8wrX
9,1439889,"Ding Liren è lui il nuovo campione del mondo di scacchi. Ma il mondo è pronto per un campione di scacchi cinese?
Il fondo del direttore @Antonio_Ungaro 
#NepoDing 
https://t.co/5GBjgZLwiu","Ding Liren is the new world chess champion. But is the world ready for a Chinese chess champion?
The director's fund @Antonio_Ungaro 
#NepoDing 
https://t.co/5GBjgZLwiu"
9,1438807,"Xie Jun showed the way, and Ding Liren picks up the baton. 

Ding Liren: ""There are a lot of young Chinese players who play chess because the tournament was followed by many spectators all around China. So, I hope it will influence a lot on people.""

#NepoDing https://t.co/C1qzvDu5kI","Xie Jun showed the way, and Ding Liren picks up the baton. 

Ding Liren: ""There are a lot of young Chinese players who play chess because the tournament was followed by many spectators all around China. So, I hope it will influence a lot on people.""

#NepoDing https://t.co/C1qzvDu5kI"
9,1431467,Ding Liren is World Chess Champion after beating Nepo : 9.5 - 8.5.  All games on  : https://t.co/cX4NcSqp44 ( Photo: FIDE / Shtourman )  #chess #NepoDing #Nepo  #DingLiren   #Nepomniachtchi #Nepomnjaschtschi https://t.co/0NTm1jeWQ8,Ding Liren is World Chess Champion after beating Nepo : 9.5 - 8.5.  All games on  : https://t.co/cX4NcSqp44 ( Photo: FIDE / Shtourman )  #chess #NepoDing #Nepo  #DingLiren   #Nepomniachtchi #Nepomnjaschtschi https://t.co/0NTm1jeWQ8
9,1441973,"擊敗世界第2對手 中國西洋棋棋手丁立人成為世界棋王 .- 丁立人（右）在決賽中擊敗俄羅斯棋手涅波姆尼亞奇（左），成為西洋棋世界冠軍。（美聯社）
 
 
 2023/04/30 23:16
 
〔即時新聞／綜合報導〕中國西洋棋好手丁立人今（30）日在2023西洋棋世界冠軍賽決賽中擊敗世界排名第2的俄羅斯棋手涅波姆尼亞奇（Ian Nepomniachtchi），成為新科西洋棋世界冠軍。
《法新社》報導，在今日的比賽中，丁立人與涅波姆尼亞奇可以說是棋逢對手，前14局中各自贏下3局，餘下8局則為和局，比賽因此進入到快棋加賽決勝階段，而這階段每一步只有10秒的思考時間。
請繼續往下閱讀...
 
然而兩邊在快棋賽局中也是殺得難分難解，前3盤也是持續打平，一直到第4盤丁立人才棋高一著勝出，從挪威的卡爾森（Magnus Carlsen）手中接下棋王寶座。
根據世界西洋棋總會（FIDE）排名，1992年出生，現年30歲的丁立人在世界排名榜名列第3，他前面分別是本次決賽對手涅波姆尼亞奇，以及自2013年起連續稱霸5屆，但本次大賽放棄尋求衛冕的卡爾森。
The moment Ding Liren becomes the World Chess Champion???? After more than 4 hours in the tie-break, Ding won the last rapid game and got the Title! What a day for the Chinese GM! What a day for chess♟️ 
#NepoDing
 
pic.","Defeating the second rival in the world, Chinese Chess player Ding Liren became World Chess King. - Ding Liren (right) defeated Russian player Nepomniyac (left) in the final to become the world champion of the Chess World Championship. (U.S. Yonhap)
 
 
 2023/04/30 23:16
 
[Real-time news/comprehensive report] Chinese wrestler Ding Liren defeated Russian player Ian Nepomniachtchi (Ian Nepomniachtchi), ranked second in the world, in the 2023 World Chess Championship Finals today (30) to become the New Science Chess World Championship.
“Agence France-Presse” reports that in today's game, Ding Liren and Nepomniacki can be said to be opponents. Out of the first 14 games, they each won 3 games, and the remaining 8 games were a draw. As a result, the game reached the final stage of the Fast Chess Plus Tournament, and each of these steps took only 10 seconds to think about.
Please read on...
 
However, the two sides also got into trouble in the fast game. They continued to draw in the first 3 games until the 4th game, when Ding Li won first place, winning first place, taking over the throne from Magnus Carlsen (Magnus Carlsen) of Norge.
According to the World Chess Association (FIDE) ranking, Ding Liren, who was born in 1992 and is now 30 years old, is ranked 3rd in the world ranking. His previous standings were his final rival Nepomniacki, and Carlson, who has been dominating 5 games continuously since 2013, but has abandoned his quest for defense in this competition.
The moment Ding Liren wins the World Chess Champion???? After more than 4 hours in the tie-break, Ding won the last rapid game and got the title! What a day for the Chinese GM! What a day for chess ♟️ 
#NepoDing
 
Pic."
9,1430277,"♟Felicitaciones nuevo Campeón del Mundo de ajedrez FIDE 

Ding Liren🇨🇳 superó a Ian Nepomniachtchi🇷🇺 en una de las partidas más dramáticas de la historia
El legendario Anatoli Karpov lo felicitó
https://t.co/ghXdbVRItz

https://t.co/lIeE9I58jB

@ruchess_eng  
#NepoDing #Ajedrez","♟ Congratulations to the new FIDE World Chess Champion 

Ding Liren 🇨🇳 beat Ian Nepomniachtchi 🇷🇺 in one of the most dramatic games in history
The legendary Anatoli Karpov congratulated him
https://t.co/ghXdbVRItz

https://t.co/lIeE9I58jB

@ruchess_eng 
#NepoDing #Ajedrez"
9,1441214,"Ding Liren crowned as new World Chess Champion as he beats Ian Nepomniachtchi in tiebreaks
| #NepoDing @FIDE_chess |
https://t.co/sKEDSDleW6","Ding Liren crowned as new World Chess Champion as he beats Ian Nepomniachtchi in tiebreaks
| #NepoDing @FIDE_chess |
https://t.co/sKEDSDleW6"
9,1440862,RT @2700chess: Ding Liren (Rapid 2830.4) is the new World Chess Champion! https://t.co/gZVMBCwlgX 📷 Stev Bonhage/FIDE #NepoDing https://t.c…,RT @2700chess: Ding Liren (Rapid 2830.4) is the new World Chess Champion! https://t.co/gZVMBCwlgX 📷 Stev Bonhage/FIDE #NepoDing https://t.c…
9,1424552,@DingLiren b6 may allow us #chess normies to enjoy #WorldChessChampionship little longer. 🙂,@DingLiren b6 may allow us #chess normies to enjoy #WorldChessChampionship little longer. 🙂
9,1440765,RT @2700chess: Ding Liren (Rapid 2830.4) is the new World Chess Champion! https://t.co/gZVMBCwlgX 📷 Stev Bonhage/FIDE #NepoDing https://t.c…,RT @2700chess: Ding Liren (Rapid 2830.4) is the new World Chess Champion! https://t.co/gZVMBCwlgX 📷 Stev Bonhage/FIDE #NepoDing https://t.c…
9,1438719,"Ding Liren became China's first world chess champion on Sunday after a rapid-play tie-break victory over Russia's Ian Nepomniachtchi in Kazakhstan.

#Chess #NepoDing

https://t.co/xnxj4ltn1L","Ding Liren became China's first world chess champion on Sunday after a rapid-play tie-break victory over Russia's Ian Nepomniachtchi in Kazakhstan.

#Chess #NepoDing

https://t.co/xnxj4ltn1L"
10,1331097,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi
10,1329716,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi
10,1331270,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi
10,1327757,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi,RT @FIDE_chess: What a match! #NepoDing https://t.co/8w171mSdHi
10,1425628,"Here's a moment in the game in which all the black pieces are on the first rank, but the evaluation is balanced! #NepoDing https://t.co/z8wS6sN14F","Here's a moment in the game in which all the black pieces are on the first rank, but the evaluation is balanced! #NepoDing https://t.co/z8wS6sN14F"
10,1437013,"RT @chesscom_es: 💣 ¡RATATATATATATATA!

Es impresionante el nivel de precisión al que están jugando ambos en un ritmo rápido. #NepoDing http…","RT @chesscom_es: 💣 RATATATATATATATATA!

The level of precision at which both of them are playing at a fast pace is impressive. #NepoDing http..."
10,1408793,RT @FIDE_chess: Only one game to go and the score is tied at 6.5-6.5. #NepoDing https://t.co/JBpjrgXeV9,RT @FIDE_chess: Only one game to go and the score is tied at 6.5-6.5. #NepoDing https://t.co/JBpjrgXeV9
10,1407930,RT @FIDE_chess: Only one game to go and the score is tied at 6.5-6.5. #NepoDing https://t.co/JBpjrgXeV9,RT @FIDE_chess: Only one game to go and the score is tied at 6.5-6.5. #NepoDing https://t.co/JBpjrgXeV9
10,1409632,RT @FIDE_chess: Only one game to go and the score is tied at 6.5-6.5. #NepoDing https://t.co/JBpjrgXeV9,RT @FIDE_chess: Only one game to go and the score is tied at 6.5-6.5. #NepoDing https://t.co/JBpjrgXeV9
10,1327838,"Increíble mate con sacrificio de dama incluido, 3-3 #NepoDing #WorldChessChampionship @FIDE_chess https://t.co/RHOUIzHEKd","Incredible mate with lady sacrifice included, 3-3 #NepoDing #WorldChessChampionship @FIDE_chess https://t.co/RHOUIzHEKd"
11,1441058,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
11,1439731,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
11,1441117,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
11,1437509,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
11,1431875,"Looks like Ding Liren is a big Juventus fan! #DingLiren #NepoDing
Temu code for code &lt;120030227&gt;! Send yours! https://t.co/FPx6NC102d","Looks like Ding Liren is a big Juventus fan! #DingLiren #NepoDing
Temu code for code &lt;120030227&gt;! Send yours! https://t.co/FPx6NC102d"
11,1431760,"Looks like Ding Liren is a big Juventus fan! #DingLiren #NepoDing
TEMU code for code! Send yours! &lt;123800611&gt; https://t.co/RMIQ5LmXi7","Looks like Ding Liren is a big Juventus fan! #DingLiren #NepoDing
TEMU code for code! Send yours! &lt;123800611&gt; https://t.co/RMIQ5LmXi7"
11,1438956,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
11,1428648,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
11,1439515,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
11,1451008,"RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw","RT @chess24com: Ding Liren: ""I want to go to Turin to see a game of Juventus, my favourite club!"" 

#NepoDing https://t.co/2BaHyZj0vw"
12,1417435,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1396421,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1394569,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1398865,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1398810,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1396526,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1393477,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1396087,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1399095,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
12,1409458,"RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D","RT @FIDE_chess: Three pictures are worth more than three thousand words.

Photos by Stev Bonhage #NepoDing https://t.co/NxZmpBCR5D"
13,1449907,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
13,1429905,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
13,1449273,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
13,1432049,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
13,1427919,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
13,1428217,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
13,1431753,"RT @riga_niki: I AM NOT CRYING
I AM NOT CRYING
I AM NOT CRYING
#NepoDing https://t.co/4Imb1ZdFTm","RT @riga_niki: I AM NOT CRYING
I AM NOT CRYING
I AM NOT CRYING
#NepoDing https://t.co/4Imb1ZdFTm"
13,1447073,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
13,1436404,"RT @riga_niki: I AM NOT CRYING
I AM NOT CRYING
I AM NOT CRYING
#NepoDing https://t.co/4Imb1ZdFTm","RT @riga_niki: I AM NOT CRYING
I AM NOT CRYING
I AM NOT CRYING
#NepoDing https://t.co/4Imb1ZdFTm"
13,1430676,"RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi","RT @ChessMike: There was dancing, there was crying #NepoDing https://t.co/DHicVzmSNi"
14,1398200,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1396566,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1396827,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1400053,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1396373,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1393538,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1394679,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1411176,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1408140,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
14,1400915,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2,RT @ChessProblem: too soon? #NepoDing https://t.co/2UGr8gKtg2
15,1399872,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1401516,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1401088,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1458534,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1400253,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1401697,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1400071,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1400964,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1401725,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
15,1395071,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c,RT @chesscom: they're just like me 😊 #NepoDing https://t.co/IB7Rc0A42c
16,1440280,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1432219,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1437117,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1428288,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1435210,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1436697,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1433378,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1430810,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1441038,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
16,1440789,"RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3","RT @chesscom: The final emotions after an unbelievable month of chess. #NepoDing 

📸 @photochess https://t.co/V25s1nK1m3"
17,1394016,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1400371,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1410981,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1394115,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1411201,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1392135,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1398861,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1396043,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1401507,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
17,1400538,"RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…","RT @FIDE_chess: Dimash Qudaibergen @dimash_official: ""When I play chess, for example, with my grandparents, I just enjoy it."" #NepoDing htt…"
18,1446848,"RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…","RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…"
18,1434558,"RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO","RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO"
18,1432407,"RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO","RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO"
18,1433569,"RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…","RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…"
18,1430320,"RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…","RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…"
18,1430245,"RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…","RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…"
18,1432012,"RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO","RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO"
