topic,words,label,coherence,name,size
160,#realmadridbara-@fcbarcelona_es-negreira-#realmadridbarcelona-#realmadrid-#elclasico-#negreira-stunning-locker-scorer,,,#realmadridbara-@fcbarcelona_es-negreira-#realmadridbarcelona-#realmadrid-#elclasico-#negreira-stunning-locker-scorer,7
161,paid-referee-simple-negreira-beep-cash-euros-real-#barcagate-month,,,paid-referee-simple-negreira-beep-cash-euros-real-#barcagate-month,7
162,barsa-atltico-madrid-reality-xavi-victory-hey-fairest-wee-clap,,,barsa-atltico-madrid-reality-xavi-victory-hey-fairest-wee-clap,7
163,florentino-journalist-negreira-scandal-thing-sooner-larraaga-erreca-joseba-flipas,,,florentino-journalist-negreira-scandal-thing-sooner-larraaga-erreca-joseba-flipas,7
164,small-barsa-team-muniera-turnover-squad-sees-big-hahahaha-incredible,,,small-barsa-team-muniera-turnover-squad-sees-big-hahahaha-incredible,7
165,bar-time-worst-ansufati-barnabeu-carletto-ruined-dirty-capable-year,,,bar-time-worst-ansufati-barnabeu-carletto-ruined-dirty-capable-year,7
166,document-rejected-sign-arbitration-case-negreira-@elperiodico_esp-revulsive-egreira,,,document-rejected-sign-arbitration-case-negreira-@elperiodico_esp-revulsive-egreira,7
167,referee-barsa-buy-penalty-scandal-paid-minimum-hired-shirt-logic,,,referee-barsa-buy-penalty-scandal-paid-minimum-hired-shirt-logic,7
168,messi-amrica-telling-barsa-national-managed-copa-crazy-cup-mexican,,,messi-amrica-telling-barsa-national-managed-copa-crazy-cup-mexican,7
169,semifinals-militao-legs-eder-beat-goal-rey-real-madrid-barcelona,,,semifinals-militao-legs-eder-beat-goal-rey-real-madrid-barcelona,7
170,movistar-@movistarplus-quiet-negreira-surprise-imposition-package-mandrilists-#movistarmadridista-subscribe,,,movistar-@movistarplus-quiet-negreira-surprise-imposition-package-mandrilists-#movistarmadridista-subscribe,7
171,barsa-anemic-goal-final-banda-bicholovers-suerte-sarguero-palomar-obstinacy,,,barsa-anemic-goal-final-banda-bicholovers-suerte-sarguero-palomar-obstinacy,7
172,negreira-favor-#fcrobalona-siempre-pastizal-filly-referee-committed-hahahahahahahaha-kroos,,,negreira-favor-#fcrobalona-siempre-pastizal-filly-referee-committed-hahahahahahahaha-kroos,7
173,paralyzed-var-payment-lawsuit-referee-investigation-prosecution-barcelona-complaint-echo,,,paralyzed-var-payment-lawsuit-referee-investigation-prosecution-barcelona-complaint-echo,7
174,case-secretary-rfef-lunch-general-negreira-execution-press-talk-conference,,,case-secretary-rfef-lunch-general-negreira-execution-press-talk-conference,7
175,counterfeit-banknotes-protest-fans-lporta-face-euros-case-bernabeu-real,,,counterfeit-banknotes-protest-fans-lporta-face-euros-case-bernabeu-real,7
176,#watchfree-#matchday-uur-#watchlive-#rmabar-#realmadridvsbarcelona-vestream-#livestream-#live-#elclsico,,,#watchfree-#matchday-uur-#watchlive-#rmabar-#realmadridvsbarcelona-vestream-#livestream-#live-#elclsico,7
177,xavi-barsa-aspire-madrid-cup-father-possession-competition-locked-soccer,,,xavi-barsa-aspire-madrid-cup-father-possession-competition-locked-soccer,7
178,estrada-fernndez-complaint-referee-answer-prosecutor-office-rfef-negreira-@rsierraplus,,,estrada-fernndez-complaint-referee-answer-prosecutor-office-rfef-negreira-@rsierraplus,7
179,referee-enrquez-lima-cet-demand-prez-gulf-negreira-tweet-technical,,,referee-enrquez-lima-cet-demand-prez-gulf-negreira-tweet-technical,6
180,inspection-negreira-company-payment-pay-concealer-delivered-guijarro-pot-york,,,inspection-negreira-company-payment-pay-concealer-delivered-guijarro-pot-york,6
181,play-barsa-quietly-envelope-frustrated-mistake-pedri-scary-supposed-pass,,,play-barsa-quietly-envelope-frustrated-mistake-pedri-scary-supposed-pass,6
182,bought-negreira-bara-rhythm-assaulted-navel-bamba-outfield-apa-@pepegh7,,,bought-negreira-bara-rhythm-assaulted-navel-bamba-outfield-apa-@pepegh7,6
183,arbitration-barsa-suspicious-spanish-favor-#chiringuitoinside-#varsa-adulterous-judicial-error,,,arbitration-barsa-suspicious-spanish-favor-#chiringuitoinside-#varsa-adulterous-judicial-error,6
184,semifinals-@comunidadtwitch-discord-@twitches-@promo_streams-#copadelrey-#deportes-beep-result-barsa,,,semifinals-@comunidadtwitch-discord-@twitches-@promo_streams-#copadelrey-#deportes-beep-result-barsa,6
185,bizum-arrived-negreira-#lacopartve-received-god-continue-good-egreira-today,,,bizum-arrived-negreira-#lacopartve-received-god-continue-good-egreira-today,6
186,bar-ridiculous-#chiringitodemega-soria-#chiringuitobarcelona-lobo-jota-table-difference-#chiringuitoclsico,,,bar-ridiculous-#chiringitodemega-soria-#chiringuitobarcelona-lobo-jota-table-difference-#chiringuitoclsico,6
187,happened-portugal-italy-suspects-slightest-street-arminio-snchez-negreira-spain,,,happened-portugal-italy-suspects-slightest-street-arminio-snchez-negreira-spain,6
188,referee-pay-barcelona-payroll-bara-negreira-favor-gentleman-chsmoions-corruption,,,referee-pay-barcelona-payroll-bara-negreira-favor-gentleman-chsmoions-corruption,6
189,mature-reduced-bond-issue-middle-bara-bbb-case-rate-negreira,,,mature-reduced-bond-issue-middle-bara-bbb-case-rate-negreira,6
190,straps-wrist-egreira-montero-pte-design-thieves-@youtube-enriquez-cantalejo,,,straps-wrist-egreira-montero-pte-design-thieves-@youtube-enriquez-cantalejo,6
191,teammates-soul-regular-medina-cantelejo-hand-community-thrown-enrquez-arminio,,,teammates-soul-regular-medina-cantelejo-hand-community-thrown-enrquez-arminio,6
192,department-negreira-order-house-colleague-week-alibi-peugeot-dictatorship-compliance,,,department-negreira-order-house-colleague-week-alibi-peugeot-dictatorship-compliance,6
193,enrique-organized-corruption-chant-criminals-negreira-stadium-fans-cup-illusion,,,enrique-organized-corruption-chant-criminals-negreira-stadium-fans-cup-illusion,6
194,jong-barsa-occurred-owe-lvaro-ez-abde-ook-forward-game,,,jong-barsa-occurred-owe-lvaro-ez-abde-ook-forward-game,5
