id,source,content,lang,retweet_count,reply_count,like_count,quote_count,impression_count,date
1356892,twitter,World Sleeping Championship #NepoDing https://t.co/gboVuPoF4k,en,1.0,1.0,39.0,0.0,2576.0,2023-04-20
1356905,twitter,@BotersonCoD @GMHikaru @FIDE_chess only one game in database with such position,en,0.0,1.0,1.0,0.0,1031.0,2023-04-20
1356910,twitter,"@peacock_t9 @GMHikaru @FIDE_chess I am kind of out of touch, can you please send me a link about what happened?",en,0.0,1.0,0.0,0.0,357.0,2023-04-20
1356911,twitter,"@robbiekthomas @Petereporter @SusanPolgar @FIDE_chess @ECUonline @EuropeEchecs @chessdom @lichess @chesscom @OnTheQueenside I don't think so. My guess for the player on Korchnoi's right is Zoltan Almasi. For the half-hidden player aside the sisters, possibly Emil Sutovsky.",en,0.0,0.0,0.0,0.0,93.0,2023-04-20
1356913,twitter,"Once again, Ding Liren, Down around 35 minutes on time.

Aka, A LOT.

As much of a supporter I am for Ding Liren, I must say.

You should LEARN your MISTAKE, not Repeat them again.

#WorldChessChampionship #DingNepo",en,0.0,1.0,3.0,0.0,285.0,2023-04-20
1356916,twitter,@GMHikaru @FIDE_chess What happened how did it get leaked,en,0.0,2.0,0.0,0.0,7454.0,2023-04-20
1356917,twitter,"Riding Liport 
#NepoDing #chess #chessmemes https://t.co/EGrcN5cOkt",en,0.0,0.0,0.0,0.0,179.0,2023-04-20
1356924,twitter,"""It was the first time I heard about it!"" says Vladimir Kramnik about a report in the FT that he's the head coach of Ian Nepomniachtchi

#NepoDing https://t.co/Q9sbPP8g53",en,7.0,3.0,144.0,0.0,19524.0,2023-04-20
1356942,twitter,"If the #NepoDing prep leak is as it seems, it’s both a historical first and an astounding piece of detective work by chess students involved. #DingNepo https://t.co/qtYuPGJCbT",en,0.0,0.0,1.0,0.0,103.0,2023-04-20
1356953,twitter,"[LE SAVIEZ-VOUS] On peut en apprendre tous les jours sur les échecs ♟

🎥 ""Ponctuation échiquéenne""

@FIDE_chess @ffechecs

#Chess #echecs #échecs https://t.co/TOPme5JSro",fr,3.0,0.0,4.0,0.0,211.0,2023-04-20
1356960,twitter,@GMHikaru @FIDE_chess Absolute idiots honestly! How can they be so NAIVE,en,0.0,1.0,0.0,0.0,2143.0,2023-04-20
1356967,twitter,@GMHikaru @FIDE_chess So sad... Ding probably lost the championship now...,en,0.0,0.0,0.0,0.0,5947.0,2023-04-20
1356969,twitter,"El #NepoDing de hoy podría acabar con unas tablas ""sin historia"" tras Dxf5 😅 https://t.co/9rGXJfwBEo",es,0.0,0.0,6.0,0.0,564.0,2023-04-20
1356977,twitter,@GMHikaru @FIDE_chess Heartbreaking but equally very naive by team Ding.,en,0.0,0.0,2.0,0.0,5487.0,2023-04-20
1356979,twitter,The discovery of Ding Liren's opening prep for the #nepoding @FIDE_chess World Chess Championship is INSANE. https://t.co/EfQUAoX7WR Streaming live on ttps://kick.com/gmhikaru https://t.co/HWjYzxjmDM,en,21.0,11.0,284.0,10.0,87470.0,2023-04-20
1356980,twitter,@GMHikaru @FIDE_chess Heartbreaking but also very naive that it wouldn’t be discovered in this age of digital data,en,0.0,0.0,0.0,0.0,501.0,2023-04-20
1356983,twitter,"@vishy64theking @FIDE_chess Do you enjoy participating in surveys and seeing the results of polls conducted by @vishy64theking and others around the world? Then, you'll love this website, where you can view a variety of surveys and results in one place. https://t.co/UZLSb3vL5b",en,0.0,0.0,0.0,0.0,0.0,2023-04-20
1357027,twitter,Hikaru shows the discovery of Ding Liren's opening prep for the #nepoding @FIDE_chess World Chess Championship. https://t.co/EfQUAoX7WR Streaming live on https://t.co/8aLBKR31Tx https://t.co/ioOzr5rU0v,en,1.0,3.0,31.0,1.0,44257.0,2023-04-20
1356995,twitter,and 17.d6 it is! @FIDE_chess #NepoDing,en,5.0,1.0,47.0,0.0,11758.0,2023-04-20
1356997,twitter,@Jesse_Feb @FIDE_chess please look at the leaked prep theory https://t.co/N7GcJJxlkH,en,0.0,0.0,0.0,0.0,56.0,2023-04-20
1357012,twitter,@vishy64theking @FIDE_chess Guess I can start watching now,en,0.0,0.0,0.0,0.0,113.0,2023-04-20
1357017,twitter,"Playing white, #DingLiren is behind on the clock again. As he mulls his 17th move, #Nepo has over 20 minutes more time than he has. Remember, he lost the last game after putting himself under immense pressure due to time.

Follow our #NepoDing live blog: https://t.co/mrti8idBZY",en,3.0,2.0,1.0,0.0,2982.0,2023-04-20
1357022,twitter,"what stops you from winning the Candidates, so you teach Ding &amp; anyone who cares, how to manage time, during a world chess championship match?🤣🤣
#WorldChessChampionship #NepoDing #chess",en,0.0,0.0,2.0,0.0,194.0,2023-04-20
1357023,twitter,@GMHikaru @FIDE_chess I'm here for people that are so dull they gonna blame Hikaru 🤣,en,0.0,0.0,4.0,0.0,850.0,2023-04-20
1357033,twitter,@CitronResearch @FIDE_chess @PHChess take a look,en,0.0,0.0,0.0,0.0,16.0,2023-04-20
1357035,twitter,"@CitronResearch They also become the sponsors of the @FIDE_chess  world championship for 2m, the russian-too-core chess federation. Wondering if we will see these 2m in earnings reports :)",en,0.0,1.0,0.0,0.0,62.0,2023-04-20
1357046,twitter,"@Jesse_Feb @FIDE_chess No questions , I found all answers after 7rounds  . Thanks Jesse. For choosing varieties of questions.",en,0.0,0.0,0.0,0.0,54.0,2023-04-20
1357052,twitter,Dingport se presenta en el World Chess Championship @Pepeich_Cuenca @MiguelSantosRu1 @Chesscom_es #NepoDing https://t.co/WKHRHXkf5c,en,4.0,1.0,19.0,0.0,2221.0,2023-04-20
1357055,twitter,"#TheBigMove with the king of moves! @Vishy64theking 

A perfect partnership @GCLlive @aicfchess @FIDE_chess @tech_mahindra @jagdishmitra
@_ParagShah
#GlobalChessLeague https://t.co/SXnRKZy3wV",en,0.0,0.0,3.0,0.0,1238.0,2023-04-20
1357062,twitter,"Shades of the St. Louis video with Caruana's prep during the 2018 match, as it seems Team Ding played ""anonymous"" online practice games with the 9.Ra2, 4.h3 and 3.Bf4 surprises that we've seen in the match so far 🤯
https://t.co/9hNNSqqbSD
#NepoDing #c24live",en,28.0,10.0,257.0,31.0,98989.0,2023-04-20
1357064,twitter,Me alegra ver al GM Miguelito hoy en los comentarios de la partida #NepoDing del mundial. De hecho he extrañado sus análisis en el canal de youtube. Gracias tambien al GM Pepe Cuenca. Esta partida promete. Hay nervios. https://t.co/Ow04XlPORO,es,4.0,1.0,9.0,0.0,277.0,2023-04-20
1357066,twitter,"Alexander Grischuk: ""Ding is clearly playing the strategy of jumping around with White, playing some different rare systems... it definitely works up to this moment."" #NepoDing https://t.co/AU7jgnD8bu",en,13.0,3.0,80.0,2.0,11383.0,2023-04-20
1357080,twitter,"GM Ding Liren accidentally leaked his preparation for the @FIDE_chess World Chess Championship on the @lichesss servers #wcc2023

https://t.co/NkXWfKGmuo https://t.co/2S1YcwzNRp",en,0.0,0.0,7.0,1.0,4009.0,2023-04-20
1357081,twitter,"Giri as Ding Liren thinks for 20 minutes after 16...Ne7: 

""The problem is the good moves are logical and natural, but the bad moves are also natural and logical, very often!""

#NepoDing https://t.co/SoQjupAX0K",en,6.0,5.0,130.0,1.0,21765.0,2023-04-20
1357085,twitter,Rising Stars #NepoDing https://t.co/ds7PxZgfox,en,0.0,0.0,14.0,0.0,1608.0,2023-04-20
1357105,twitter,"A King in the center, an (almost) open h-file, an hanging bishop: will you master this double-edged position?

Join our thematic #NepoDing arena: https://t.co/ZRaJ5MjPw5 https://t.co/ZNARi51o42",en,6.0,2.0,34.0,0.0,10185.0,2023-04-20
1357121,twitter,@vishy64theking @FIDE_chess V is for Vishwanathan Anand! https://t.co/nHRImXuSE3,en,0.0,0.0,0.0,0.0,88.0,2023-04-20
1357124,twitter,@vishy64theking @FIDE_chess And what would you do? :),en,0.0,0.0,0.0,0.0,250.0,2023-04-20
1357131,twitter,"What's Ian #Nepomniachtchi thinking at the moment? 

 Follow our #NepoDing live blog: https://t.co/mrti8idBZY https://t.co/v4swZEqV2s",en,1.0,1.0,1.0,0.0,2642.0,2023-04-20
1357139,twitter,"Unbelievable !

Ding Rapport training games have been found in online accounts FVitelli vs opqrstuv

The positions match recent games and reveals Ding’s prep. He’s so screwed now

#NepoDing

https://t.co/HwZqQiV8zP",en,0.0,3.0,0.0,0.0,717.0,2023-04-20
1357140,twitter,What do you think Ding will do now? @FIDE_chess #NepoDing,en,4.0,4.0,41.0,0.0,11923.0,2023-04-20
1357147,twitter,Man this is fantastic insight #NepoDing https://t.co/hfq8cR3nA2,en,0.0,0.0,0.0,0.0,230.0,2023-04-20
1357154,twitter,@olivier_pucher @Petereporter @SusanPolgar @FIDE_chess @ECUonline @EuropeEchecs @chessdom @lichess @chesscom @OnTheQueenside Dr John Nunn,de,0.0,1.0,0.0,0.0,103.0,2023-04-20
1357157,twitter,"局面にかなりの緊張が生まれています。次の瞬間、頭が弾け飛んでいるのがNepoでもDingでもおかしくない。許されることなら、一瞬たりとも目を離さずこの試合の行く末を見届けたい。「熱」が、そこにあります。

#NepoDing https://t.co/7hmsyQB0ib",ja,2.0,0.0,1.0,0.0,453.0,2023-04-20
1357164,twitter,I would be very nervous as Black after 16...Ne7. For example after 17.d6 Nf5 18.Ne4 Qd8 19.Qd3 Black already has to worry about being mated along the h-file. We've seen how deadly Ding is with checkmate tactics already! #NepoDing https://t.co/s3BA3yLT5T,en,0.0,1.0,0.0,0.0,368.0,2023-04-20
1357194,twitter,"ただいま帰宅、観戦開始。今日のオープニングはニムゾ・インディアンですか。 #NepoDing 
FIDE World Championship | How Will Ding Respond After A NAIL-BITING Loss? | Ding vs. Nepomniachtchi
https://t.co/kVNZq2ocy6
https://t.co/eNIQR6FvmO @YouTubeより",ja,0.0,0.0,0.0,0.0,119.0,2023-04-20
1357203,twitter,Je continue d'être consterné par le sexisme et le racisme des commentaires dans le chat sur la chaine live du Championnat du Monde d'échecs de la @FIDE_chess #NepoDing https://t.co/4VnvPsIGEy,fr,0.0,1.0,1.0,0.0,222.0,2023-04-20
1357212,twitter,"Which wordchampionship do you prefer? @MagnusCarlsen 
#NepoDing #worldchampionship #Chess https://t.co/wiOXHXPHYZ",en,0.0,0.0,0.0,0.0,183.0,2023-04-20
1357222,twitter,"Seven games, five results, Ian #Nepomniachtchi with four points, #DingLiren with three points. What can we expect from Game 8 of one of the most exciting World #chess Championship contests? 

Follow all the action from #NepoDing on our liveblog: https://t.co/mrti8ie9Pw",en,1.0,1.0,2.0,0.0,3581.0,2023-04-20
1357224,twitter,Ding putting the pedal to the metal. #NepoDing https://t.co/2FgO0MdQZf,en,0.0,0.0,0.0,0.0,153.0,2023-04-20
1357226,twitter,@Jesse_Feb @FIDE_chess Question to Ding: Why does he spent so much time in the opening even when he is the one choosing variations? (Ex. Today as white),en,0.0,0.0,0.0,0.0,72.0,2023-04-20
1357234,twitter,"After 13 minutes Nepomniachtchi plays 15...dxe5! and now Ding quickly follows up with 16.d5!?, which seems to be a much more interesting move than 16.Ne4, which could lead to a fast draw by repetition

#NepoDing #c24live https://t.co/MT6xBMgotW",en,5.0,1.0,59.0,0.0,19046.0,2023-04-20
1357243,twitter,"Victor Dolgalev, Director of the mining and processing plant ""Tioline"", a sponsor of the FIDE World Championship 2023, made the ceremonial first move today. #NepoDing 

📷: David Llada https://t.co/fn4PxQmPYL https://t.co/dC1PcSd22n",en,3.0,0.0,24.0,2.0,11153.0,2023-04-20
1357258,twitter,"Dingの恐れを知らぬプレー！これが最終試合、ありったけを、と言わんばかりの指し方！！！😆

#NepoDing https://t.co/sprlPlBhrK",ja,2.0,0.0,2.0,0.0,399.0,2023-04-20
1357262,twitter,GM @anishgiri explains why GM Ian Nepomniachtchi is spending more than ten minutes on the current position! #NepoDing https://t.co/T6V3r9LFaZ,en,10.0,3.0,108.0,3.0,30112.0,2023-04-20
1357265,twitter,Espectacular planteamiento el que nos propone Ding Liren en el Campeonato del Mundo octava ronda. Probablemente estemos ante la mejor partida del Mundial. #NepoDing https://t.co/JRd4SMx62E,es,6.0,4.0,32.0,2.0,2405.0,2023-04-20
1357269,twitter,"Giri's theory for why Nepomniachtchi is thinking here (when 15...dxe5! is the only computer-approved move) is that Ian's preparation included 12...cxd4, when this e5-move wouldn't be an issue

https://t.co/Ak6LA2f2OA

#NepoDing #c24live https://t.co/eLgTV4zrK7",en,2.0,0.0,48.0,0.0,11476.0,2023-04-20
1357293,twitter,"Oh my, we might see this insane position today #NepoDing https://t.co/3MHGk897pf",en,3.0,2.0,33.0,1.0,3636.0,2023-04-20
1357273,twitter,@vishy64theking @FIDE_chess doesn't it give a white a very strong center,en,0.0,0.0,0.0,0.0,57.0,2023-04-20
1357280,twitter,"White to play, what result? #chess #NepoDing https://t.co/5KxZfn8HL0",en,1.0,5.0,21.0,0.0,2233.0,2023-04-20
1357283,twitter,"In some of the top engine TCEC lines of the #NepoDing game 8, the white king may actually remain on e4 for the entire game

https://t.co/1aBDSbnJO6 #WorldChessChampionship https://t.co/jP1Wy2hq0A",en,0.0,0.0,0.0,0.0,371.0,2023-04-20
1357285,twitter,Today is a massive risk for Ding Liren at the mid-point of the match. He may have to decide whether to take some repetition or go for a dubious line and hope his opponent makes a big mistake. #NepoDing https://t.co/14BSvO22fi,en,0.0,0.0,1.0,0.0,373.0,2023-04-20
1357287,twitter,"In one of the top engine TCEC lines of the #NepoDing game 8, the white king may actually remain on e4 for the entire game

https://t.co/1aBDSbnJO6 #WorldChessChampionship https://t.co/ublhRQh509",en,0.0,0.0,0.0,0.0,30.0,2023-04-20
1357290,twitter,"The Position on Board is Literally killing me 😫, Ding took a huge aggressive mode but might backfire any moment if he sacrifice his Rook 

#NepoDing https://t.co/4UHlZfhARb",en,0.0,0.0,0.0,0.0,166.0,2023-04-20
1357304,twitter,"@PurpleGangCS @vlcmusicplayer @FIDE_chess @SergeyKaryakin @Kasparov63 @GMJuditPolgar @MagnusCarlsen @HansMokeNiemann @AlirezaFirouzja @GmNaroditsky @lachesisq What's your opinion of WFRCC lowered time control from classical 2019 to rapid 2022 AND calling 2022 WFRCC as 2nd WFRCC instead of 1st rapid WFRCC? How was it not a conspiracy against Wesley So to get Hikaru or Magnus as WC?

https://t.co/HHjoYI65XM",en,0.0,0.0,0.0,0.0,13.0,2023-04-20
1357307,twitter,"Victor Dolgalev, Director of the mining and processing plant ""Tioline"", a sponsor of the FIDE World Championship 2023, made the ceremonial first move today. #NepoDing 

📷: Stev Bonhage https://t.co/pOPcQydRpt https://t.co/RmbOnqM1PQ",en,0.0,0.0,12.0,0.0,1791.0,2023-04-20
1357311,twitter,Some crazy line suggested by LCZero. #NepoDing https://t.co/QdjIEjU2uC,en,4.0,2.0,32.0,0.0,4271.0,2023-04-20
1357321,twitter,"What a start to game 8. Risky, sharp Sämisch variation. But…Nepo’s position looks solid. Could burn out to a draw. #WorldChessChampionship #NepoDing https://t.co/8Cf2Kx28R3",en,4.0,0.0,22.0,0.0,2328.0,2023-04-20
1357322,twitter,"PARTIDA 7

IAN NEPOMNIACHTCHI vs DING LIREN

APERTURA FRANCESA

GANAN BLANCAS

MARCADOR: 🇷🇺4-3 🇨🇳

#Ajedrez #Chess #NepoDing #NFT

https://t.co/vEsNac3pw7",es,0.0,0.0,1.0,0.0,205.0,2023-04-20
1357325,twitter,"Hakobyan-Maghsoodloo from the recent Airthings Masters Play-In shows how quickly things can go wrong for Black if he's not prepared for 9.Ra2: 
https://t.co/fZrbTzwuuR 
#NepoDing #c24live https://t.co/KT5K2nuiI6",en,1.0,1.0,23.0,0.0,9943.0,2023-04-20
1357340,twitter,"@EmilSutovsky @vishy64theking @FIDE_chess I thought that black will never able to capture bishop with h pawn. But Nepo played it. And g6. 

Thinking of 1500 vs 2700+",en,0.0,0.0,0.0,0.0,78.0,2023-04-20
1357333,twitter,"Menuda gozada de mundial nos estamos pegando este año 🔥🔥

Yo voy con @lachesisq, ¿y tú?

#TeamNepo
#WorldChessChampionship 
#ajedrez

@chesscom_es https://t.co/nqCW4npvCx",es,2.0,0.0,6.0,0.0,1302.0,2023-04-20
1357337,twitter,"good take!
#WorldChessChampionship #NepoDing #chess https://t.co/MY0NxZJYWJ",en,0.0,0.0,1.0,0.0,123.0,2023-04-20
1357346,twitter,"game 8
Ding has very scattered positions.🥴
#WorldChessChampionship #NepoDing #chess",en,0.0,0.0,1.0,0.0,110.0,2023-04-20
1357349,twitter,"Words of wisdom by @anishgiri.

#chess #NepoDing https://t.co/MAnJHptmOZ",en,0.0,0.0,4.0,0.0,215.0,2023-04-20
1357351,twitter,"We are now live with the 8th game of the @FIDE_chess World Championship 2023 between Ding Liren and Ian Nepomniachtchi! With Black, Nepo has gone for the Saemisch variation in the Nimzo-indian - we are seeing new openings in every game. Join us live:
https://t.co/EvIm2Id3XY https://t.co/eGwZ9Wh9L3",en,0.0,0.0,19.0,0.0,1867.0,2023-04-20
1357356,twitter,@vlcmusicplayer @nicbentulan @FIDE_chess @SergeyKaryakin @Kasparov63 @GMJuditPolgar @MagnusCarlsen @HansMokeNiemann @AlirezaFirouzja @GmNaroditsky @lachesisq Lil bro is on a personal crusade 😂,en,0.0,1.0,0.0,0.0,45.0,2023-04-20
1357361,twitter,"The speed at which #NepoDing game is going confirms that both players know the theory and are not surprised by what everyone else seems to be surprised 

https://t.co/1aBDSbnJO6",en,0.0,0.0,2.0,0.0,393.0,2023-04-20
1357366,twitter,"Time for your questions! What do you want us to ask the players in the game 8 press conference?

We pick some questions for each game from your suggestions. #NepoDing 

📷: Anna Shtourman &amp; David Llada https://t.co/CyoNNZiNtC",en,5.0,31.0,62.0,1.0,22526.0,2023-04-20
1357371,twitter,"サクリファイスが含まれたにしては両者持ち時間の減りが控えめ。まだプレパの範囲内なのかもしれません。戦略的には、センターに残った白のキングが不安要素。どちらが良いかと言われたら黒だと思います。

#NepoDing https://t.co/RhBKobhmxd",ja,0.0,0.0,0.0,0.0,342.0,2023-04-20
1357372,twitter,@vishy64theking @FIDE_chess Maybe just f4?,en,0.0,1.0,4.0,0.0,1137.0,2023-04-20
1357395,twitter,Ya ni ponen la opción de tablas 🤣🤣🤣 #NepoDing https://t.co/lN07nS90OC,es,0.0,0.0,1.0,1.0,202.0,2023-04-20
1357399,twitter,"If Ding actually has a grand plan here and actually works, he is a truly genius.

#WorldChessChampionship #NepoDing #RootingforDing https://t.co/UCeMx03ead",en,0.0,1.0,4.0,0.0,197.0,2023-04-20
1357401,twitter,"T2T?! seguido de P4TR 

Menuda broma colega 

#NepoDing https://t.co/T9Tgil6VKt",es,0.0,0.0,0.0,0.0,191.0,2023-04-20
1357404,twitter,FIDE WORLD CHAMPIONSHIP 2023 #ASTANA #NepoDing #chess #GlobalPT 🤓 https://t.co/kuYqHHRDwv,en,0.0,0.0,0.0,0.0,147.0,2023-04-20
1357405,twitter,Wie ein Irrer rausgerannt und Wasser geholt? 🤣 #NepoDing #Astana #chess,de,0.0,0.0,0.0,0.0,134.0,2023-04-20
1357408,twitter,I have been studying this pawn structure for the past 8 months and am not commenting anywhere today. Maybe it is time to write my own blogs... #NepoDing #Chess #WorldChessChampionship https://t.co/rP90Szfe62,en,0.0,1.0,14.0,0.0,628.0,2023-04-20
1357415,twitter,In case you're wondering what supercomputers think about the current position #NepoDing https://t.co/6m3iI9Y7A2,en,2.0,2.0,66.0,0.0,25036.0,2023-04-20
1357416,twitter,am wondering why Nepo didnt take on d4 first before taking playing hxg5 and g6 @FIDE_chess #NepoDing https://t.co/5WEl3Vvced,en,1.0,3.0,88.0,1.0,12914.0,2023-04-20
1357417,twitter,"The position after 13 moves. #NepoDing
White or Black? What would you pick here? https://t.co/OBA97sNWt9",en,3.0,7.0,33.0,0.0,8912.0,2023-04-20
1357426,twitter,Checking the lighting and the playing area before game 8 🙂 #NepoDing https://t.co/vuQ2hr2fhv,en,0.0,0.0,28.0,0.0,1496.0,2023-04-20
1357429,twitter,@agadmator is your machine suggesting an advantage to black? The @FIDE_chess official feed is showing it equal...,en,0.0,0.0,1.0,0.0,116.0,2023-04-20
1357435,twitter,"We'll never know, but I'm beginning to suspect that the players signed some secret protocols where they pledged to sac, to blunder and who knows what else 😀 #NepoDing #ConspiracyTheories",en,5.0,3.0,31.0,0.0,6608.0,2023-04-20
1357447,twitter,"Mit diesem h4- und ""Nimm doch auf g5""-Motiv sind wir natürlich vertraut.
#NepoDing 

▶️ https://t.co/xbVqURPptJ https://t.co/7erh84gcfc",de,0.0,0.0,0.0,0.0,533.0,2023-04-20
1357451,twitter,"""I do wonder if perhaps Ian is also prepared. And as you see him looking up; this is a sign of people pretending that they have prepared..."" - Anish Giri #NepoDing https://t.co/fNYJTFXOyP",en,0.0,1.0,17.0,0.0,1723.0,2023-04-20
1357452,twitter,"Ding blasts 12. h4 and we have a double edged situation! White will have a chance for an attack, at the expense of having the king exposed in the center. This #NepoDing match is simply amazing! 

https://t.co/1aBDSbnJO6",en,1.0,0.0,3.0,0.0,372.0,2023-04-20
1357459,twitter,"World Chess Championship 第8ゲーム

11... h6 12.h4

今日も面白いことしますね

#チェス #chess #WorldChessChampionship #NepoDing 

https://t.co/fthPUnHB1S https://t.co/iTncfuXCbR",ja,0.0,0.0,0.0,0.0,95.0,2023-04-20
1357462,twitter,"Sorry boss, ill be late tomorrow. Nepo ans ding are playing some kinda weird opening and it's gonna be a late night 
#NepoDing #WorldChessChampionship",en,0.0,0.0,1.0,0.0,115.0,2023-04-20
1357463,twitter,"Wooo hooooo
#NepoDing https://t.co/CXx33ZCbyV",en,0.0,0.0,0.0,0.0,240.0,2023-04-20
1357465,twitter,most sane rapport prep #NepoDing https://t.co/aKr3LatUvY,en,0.0,0.0,1.0,0.0,190.0,2023-04-20
1357467,twitter,@gcl_chess @GCLlive @FIDE_chess @vishy64theking @aicfchess @C_P_Gurnani @tech_mahindra @jagdishmitra @_ParagShah Lmao I hope at least you've copyrighted the name 😂,en,0.0,1.0,0.0,0.0,428.0,2023-04-20
1357472,twitter,"🚨🚨🚨 Harry, the h-pawn makes an early appearance! #NepoDing https://t.co/XRWXTQbAJd",en,8.0,1.0,80.0,3.0,15855.0,2023-04-20
1357475,twitter,"Ding the FIRE🔥

#NepoDing https://t.co/albSBCUblD",en,2.0,1.0,3.0,0.0,371.0,2023-04-20
1357480,twitter,"世界チャンピオンタイトルマッチ後半戦、第八局が始まりました。ニムゾのゼーミッシュですね。確実に言えることが1つ。ゼーミッシュは白としてかなり攻めた姿勢を持つ変化で、Dingが確実に「殺る気🔪」だということです😄

#NepoDing https://t.co/pRYF05TzxY",ja,1.0,0.0,4.0,0.0,402.0,2023-04-20
1357482,twitter,"TCEC engines at lower depth want 10... Na5, but with more time to think the preferred move is 10... Ba6. Nepo knows his theory, despite the rare Ra2 #NepoDing 

https://t.co/1aBDSbnJO6",en,0.0,0.0,1.0,0.0,344.0,2023-04-20
1357487,twitter,"The Saemisch is perfect for this kind of match situation. Ding laying down the gauntlet, but Nepo showing that he is happy to be provoked. @FIDE_chess #NepoDing",en,15.0,0.0,130.0,0.0,19185.0,2023-04-20
1357491,twitter,"It looks wild, but Anish Giri is worried that with both players remembering their computer analysis we might be heading straight to a computer draw: https://t.co/Ak6LA2f2OA 
#NepoDing #c24live https://t.co/YdQnjEGnft",en,5.0,1.0,68.0,1.0,18867.0,2023-04-20
1357496,twitter,Draw incoming #NepoDing https://t.co/7K8OE3ChNA,en,0.0,0.0,2.0,0.0,142.0,2023-04-20
1357513,twitter,9.Ra2 - this is such a fascinating opening. Are we heading for a classic Fishing Pole Attack? #NepoDing https://t.co/vpERh7kt20,en,1.0,0.0,4.0,0.0,349.0,2023-04-20
1357519,twitter,Tiene toda la pinta que la preparación de Ding va a ser 12.h4 en esta posición. CUIDADING! #NepoDing https://t.co/edgGibWz63,es,2.0,2.0,25.0,0.0,2295.0,2023-04-20
1357522,twitter,"New day, a new opening.

Ding Liren goes for Nimzo-Indian Defence for his game 8.

This world chess championship should be published as a guidebook as it has almost all the openings. 

Next up: Waiting for Caro-Kann defence. 

#WorldChessChampionship #NepoDing",en,0.0,0.0,2.0,0.0,176.0,2023-04-20
1357527,twitter,"تابعوا الجولة الثامنة 8️⃣
 
#NepoDing

مباشر عبر الرابط ⬇️📺
https://t.co/c6rfaXD07H",ar,0.0,1.0,0.0,0.0,499.0,2023-04-20
1357530,twitter,"Its getting interesting
#NepoDing #WorldChessChampionship https://t.co/xlh1I8Ht03",en,1.0,0.0,1.0,0.0,137.0,2023-04-20
1357533,twitter,"Ding Liren uncorks 9.Ra2!?, which gave Aram Hakobyan two wins! 

https://t.co/Ak6LA2f2OA

#NepoDing #c24live https://t.co/gWxBpKj7NP",en,6.0,0.0,51.0,0.0,13727.0,2023-04-20
1357542,twitter,"#Kazakhstan's women's chess team suffered a defeat against Team World at the @FIDE_chess women's teams match, held as a side event during the prestigious World #Chess Championship in #Astana.

https://t.co/4VQugFYuDB",en,2.0,0.0,3.0,0.0,356.0,2023-04-20
1357543,twitter,"🤯 On a scale of 1-10, how mysterious is Ding Liren's rook move? #NepoDing https://t.co/ri1zcyiMAP",en,6.0,6.0,62.0,0.0,9089.0,2023-04-20
1357544,twitter,"Irina Krush: ""This is a little bit unusual... Already for me, this position is something new."" #NepoDing 

➡️ https://t.co/i3R4PoWYss https://t.co/DjVwjLgrdB",en,3.0,0.0,28.0,0.0,7013.0,2023-04-20
1357548,twitter,Watching the FIDE CHAMPIONSHIP 2023 between IAN and Ding #NepoDing https://t.co/4AAi3LFA7N,en,0.0,0.0,0.0,0.0,79.0,2023-04-20
1357556,twitter,"Looks like team Ding has been inspired by the latest issue of ""KARL"" 👏 #NepoDing #c24live https://t.co/cGmyxHzImR https://t.co/Vz8McNUb65",en,0.0,0.0,2.0,0.0,261.0,2023-04-20
1357567,twitter,"Anish Giri notes e3 and a3 is a speciality of Fabiano Caruana's. After 7.Ne2 there are very few top-level modern games, but e.g. we have Lilienthal-Szabo, 1949 and Kotov-Najdorf, 1950! 

#NepoDing https://t.co/RpGnfdOeRn",en,1.0,2.0,64.0,2.0,27867.0,2023-04-20
1357568,twitter,"Ding for the win today, he opens with D4 
#NepoDing 

Commentary from @TaniaSachdev, @anishgiri &amp; @GM_Hess 
https://t.co/g8YHtqQjrV",en,0.0,0.0,0.0,0.0,71.0,2023-04-20
1357573,twitter,"I really like Nepo’s choice of chair at #NepoDing WCC &amp; wanted it for my office so I found out the maker and model… $5,100 😟 More than my first two cars!",en,0.0,0.0,1.0,0.0,62.0,2023-04-20
1357574,twitter,"The eighth game of the 2023 FIDE World Championship has begun! 

GM Ding Liren starts off with 1.d4 and @lachesisq employs the Nimzo Indian Defence in response! 

#NepoDing https://t.co/2Ip5tmcnW5",en,5.0,0.0,25.0,0.0,3483.0,2023-04-20
1357577,twitter,"@anishgiri 😂 
thank you for making the championship even more fun 🙏 #NepoDing https://t.co/E8lFXErBLL",en,0.0,0.0,0.0,0.0,47.0,2023-04-20
1357579,twitter,"1.d4 - Game 8 has started! #NepoDing

♟️ Watch the broadcast with GMs Daniil Dubov and Irina Krush and follow the game: https://t.co/i3R4PoWYss https://t.co/t84mXUsBu6",en,10.0,0.0,39.0,4.0,7423.0,2023-04-20
1357580,twitter,@vishy64theking @FIDE_chess London again,en,0.0,0.0,0.0,0.0,118.0,2023-04-20
1357582,twitter,"NIMZO INDIAN! Fireworks incominggg

#NepoDing #WorldChessChampionship",en,0.0,0.0,0.0,0.0,55.0,2023-04-20
1357584,twitter,"In Game 8 we have a Nimzo-Indian! https://t.co/Ak6LA2f2OA 
#NepoDing #c24live https://t.co/6wT7d5zQPB",en,3.0,1.0,53.0,1.0,9874.0,2023-04-20
1357588,twitter,"Ding for the win today, he opens with D4
#NepoDing 

https://t.co/g8YHtqQjrV",en,1.0,2.0,1.0,0.0,56.0,2023-04-20
